Claim ID,Exact claim,URL (example),Pages carrying claim,Other example URLs,Claim type,All matched types,Where,Current source,Evidence status,Risk,Recommended treatment,Required owner evidence
C-0057,"Textiles, electronics, furniture and construction follow through 2027-2030 via delegated acts under ESPR — Regulation (EU) 2024/1781.",/guides/,3,/guides/compliance-regulatory/; /guides/eu-digital-product-passport-2027/,legal/regulatory,legal/regulatory,body|jsonld,editorial sources[] present on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-0058,"This guide covers NFC vs QR vs UHF carrier selection, NTAG 424 DNA and ICODE DNA chip choices, dual-technology NFC+UHF labels, and pre-2027 programme design.",/guides/,3,/guides/compliance-regulatory/; /guides/eu-digital-product-passport-2027/,product specification,product specification,body|jsonld,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-0059,"Europe's 865-868 MHz UHF band allows 2W ERP with listen-before-talk, versus 4W EIRP in the US 902-928 MHz band.",/guides/,3,/guides/compliance-regulatory/; /guides/rfid-ce-marking-europe/,product specification,product specification,body|jsonld,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-0060,"Three versions exist: Gen2v1 (2004), Gen2v2 (2013, crypto-suite and untraceable mode) and Gen2v3 (January 2025), all backward compatible.",/guides/,3,/guides/epc-gen2-uhf-rfid/; /guides/standards-encoding/,compatibility,compatibility|product specification,body|jsonld,editorial sources[] present on page,UNVERIFIED,Medium,"QUALIFY (""validate with a sample on your reader/lock"") + REQUEST_FIRST_PARTY_EVIDENCE",Compatibility test matrix with lock/reader model + firmware + date
C-0061,"This guide covers the four memory banks, Q-algorithm anti-collision that reads 1,000-1,500+ tags per second, sessions S0-S3 and Gen2v2 AES-128 authentication.",/guides/,3,/guides/epc-gen2-uhf-rfid/; /guides/standards-encoding/,security,product specification|security,body|jsonld,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (academic/vendor),Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-0062,"Contrast targets WCAG AA 4.5:1, AAA 7:1 for older audiences — brand-first layouts drop conversion 30-50%.",/guides/,3,/guides/google-review-card-design-and-copy/; /guides/google-review-cards/,legal/regulatory,legal/regulatory,body|jsonld,editorial sources[] present on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-0063,"This playbook covers per-practice URL routing, HIPAA-aware prompt wording ('A Google review helps our practice' — generic, no clinical detail, no incentives) and the hygienist-to-reception handoff.",/guides/,3,/guides/google-review-cards-for-dental-groups/; /guides/google-review-cards/,legal/regulatory,legal/regulatory,body|jsonld,editorial sources[] present on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-0064,"Proud Tek pre-encoding ships 25-100 tag samples in 5-7 business days, then read-verified production runs with a per-tag TID-to-EPC mapping file.",/guides/,3,/guides/gs1-epc-encoding-guide/; /guides/standards-encoding/,lead time,lead time|product specification,body|jsonld,editorial sources[] present on page,UNVERIFIED,High,QUALIFY as indicative + REQUEST_FIRST_PARTY_EVIDENCE (current price list / MOQ policy / lead-time records),Signed price list or quote log with date; MOQ policy; production lead-time records
C-0065,"This guide walks the lock-estate audit, chip selection from MIFARE Classic 1K to DESFire EV3 with AES-128, pre-encoding scope and pilot exit criteria.",/guides/,3,/guides/hotel-key-card-encoding/; /guides/hotel-keycards/,legal/regulatory,legal/regulatory|product specification|security,body|jsonld,editorial sources[] present on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-0066,A complete brief gets supplier samples and pricing back in 10–14 days; a chain-greenfield rollout reaches its first issued card in 8–12 weeks.,/guides/,3,/guides/hotel-key-card-encoding/; /guides/hotel-keycards/,certification,certification,body|jsonld,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-0067,"Sample two materials, not six: a known-compatible PVC or recycled PVC baseline plus one upgraded variant (wood, PLA, rPET, bio-composite or stone paper).",/guides/,3,/guides/hotel-key-card-material-selection/; /guides/hotel-keycards/,compatibility,compatibility|sustainability,body|jsonld,editorial sources[] present on page,UNVERIFIED,Medium,"QUALIFY (""validate with a sample on your reader/lock"") + REQUEST_FIRST_PARTY_EVIDENCE",Compatibility test matrix with lock/reader model + firmware + date
C-0068,"Wood needs a per-firmware antenna re-tune — its lower dielectric drops read margin 10–30% — and climate, print method and certification prune the shortlist further.",/guides/,3,/guides/hotel-key-card-material-selection/; /guides/hotel-keycards/,certification,certification,body|jsonld,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-0069,"Type A carries roughly 85-90% of deployments (MIFARE, NTAG); Type B serves government ID and French banking legacy.",/guides/,3,/guides/iso-14443-explained/; /guides/standards-encoding/,customer result,customer result|product specification,body|jsonld,editorial sources[] present on page,UNVERIFIED,High,LABEL_AS_EXAMPLE unless deployment records + permission exist,Customer permission; measurement records; baseline; sample size; period; hardware config
C-0070,"Proud Tek manufactures compliant cards spanning MIFARE Classic, MIFARE DESFire EV3, NTAG 21x and NTAG 424 DNA.",/guides/,3,/guides/iso-14443-explained/; /guides/standards-encoding/,legal/regulatory,legal/regulatory|product specification,body|jsonld,editorial sources[] present on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-0071,The two names refer to the same Gen2 protocol; ISO restructured part 6C into standalone 18000-63 in 2013.,/guides/,3,/guides/iso-18000-6c-uhf-rfid-standard/; /guides/standards-encoding/,product specification,product specification,body|jsonld,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-0072,"The RAIN Alliance's 180+ members certify cross-vendor interoperability, the way Wi-Fi brands IEEE 802.11.",/guides/,3,/guides/rain-rfid-explained/; /guides/standards-encoding/,certification,certification,body|jsonld,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-0073,"Member surveys logged a record 52.8 billion tag chips shipped in 2024 and 42.7 billion in 2025, an inventory-cycle dip.",/guides/,3,/guides/rain-rfid-explained/; /guides/standards-encoding/,market statistic,market statistic,body|jsonld,editorial sources[] present on page,EXTERNAL_SECONDARY_SOURCE (page carries sources[]),Medium,CITE_PRIMARY_SOURCE next to the figure; remove if no source,"Original report title, publisher, date, page"
C-0074,"This guide covers certification, Gen2v3 (January 2025), vertical use cases and RAIN-enabled smartphones.",/guides/,3,/guides/rain-rfid-explained/; /guides/standards-encoding/,certification,certification|product specification,body|jsonld,editorial sources[] present on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-0075,"Every modern smartphone — iPhone 7 and later on iOS 13+, Android 4.0+ — reads NDEF records with a single tap, no app installed.",/guides/,3,/guides/nfc-ndef-format-explained/; /guides/standards-encoding/,customer result,customer result,body|jsonld,editorial sources[] present on page,UNVERIFIED,High,LABEL_AS_EXAMPLE unless deployment records + permission exist,Customer permission; measurement records; baseline; sample size; period; hardware config
C-0076,"This guide covers record structure, URI prefix compression, memory planning from 144-byte tags upward, encoding workflows, locking and iPhone-versus-Android behaviour.",/guides/,3,/guides/nfc-ndef-format-explained/; /guides/standards-encoding/,customer result,customer result|product specification,body|jsonld,editorial sources[] present on page,UNVERIFIED,High,LABEL_AS_EXAMPLE unless deployment records + permission exist,Customer permission; measurement records; baseline; sample size; period; hardware config
C-0077,"Modern Gen2 readers inventory 500-1500 unique tags per second, so the integration pattern — polling, event-driven callbacks, filtered reads, MQTT/Kafka streaming — decides latency and throughput.",/guides/,3,/guides/integration-tools/; /guides/uhf-rfid-reader-api-guide/,test result,product specification|security|test result,body|jsonld,editorial sources[] present on page,UNVERIFIED,Medium,ADD_TEST_CONDITIONS + REQUEST_FIRST_PARTY_EVIDENCE (or cite vendor datasheet),"Test report: reader, power, antenna, orientation, substrate, sample size, date"
C-0078,"This guide maps the SAP warehouse stacks (classic WM, EWM, S/4HANA embedded EWM), the master-data model behind tag encoding (SGTIN-96 to material master, SSCC-96 to handling units), and the scenarios from MIGO 101 goods receipt to cycle count.",/guides/,3,/guides/integration-tools/; /guides/rfid-sap-wms-integration/,product specification,product specification,body|jsonld,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-0079,"Marketplace channels such as Amazon sync within 15-30 minutes, and Proud Tek pre-encoded tags get stores live within a week of delivery.",/guides/,3,/guides/integration-tools/; /guides/rfid-shopify-inventory-integration/,lead time,lead time,body|jsonld,editorial sources[] present on page,UNVERIFIED,High,QUALIFY as indicative + REQUEST_FIRST_PARTY_EVIDENCE (current price list / MOQ policy / lead-time records),Signed price list or quote log with date; MOQ policy; production lead-time records
C-0080,"This guide covers the model-by-model compatibility matrix, Shortcuts automation, the Core NFC developer path (NFCNDEFReaderSession, NFCTagReaderSession, entitlements) and the iOS 17.4 CardSession HCE surface.",/guides/,3,/guides/integration-tools/; /guides/nfc-tag-programming-iphone/,compatibility,compatibility|product specification,body|jsonld,editorial sources[] present on page,UNVERIFIED,Medium,"QUALIFY (""validate with a sample on your reader/lock"") + REQUEST_FIRST_PARTY_EVIDENCE",Compatibility test matrix with lock/reader model + firmware + date
C-0081,"The android.nfc framework (Android 4.0+) exposes NDEF read/write, raw MIFARE Classic and DESFire access, foreground dispatch, and Host-based Card Emulation (Android 5.0+).",/guides/,3,/guides/integration-tools/; /guides/nfc-tag-programming-android-guide/,customer result,customer result|product specification,body|jsonld,editorial sources[] present on page,UNVERIFIED,High,LABEL_AS_EXAMPLE unless deployment records + permission exist,Customer permission; measurement records; baseline; sample size; period; hardware config
C-0082,NIST SP 800-38B — Recommendation for Block Cipher Modes of Operation: The CMAC Mode for Authentication U.S.,/guides/ntag424-dna-sun-cmac-authentication/,3,/industries/brand-protection/; /products/rfid-labels/nfc-gaming-collectible-tag/,security,security,body,editorial sources[] present on page,EXTERNAL_PRIMARY_SOURCE candidate (academic/vendor),Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-0083,Days 5-12 — production + QC Standard production runs 5-7 business days with 100% electrical testing; every encoded card gets a functional read test before packing.,/markets/india/,3,/markets/uk/; /markets/usa/,lead time,lead time,body,editorial sources[] present on page,UNVERIFIED,High,QUALIFY as indicative + REQUEST_FIRST_PARTY_EVIDENCE (current price list / MOQ policy / lead-time records),Signed price list or quote log with date; MOQ policy; production lead-time records
