file,before,after
src/components/editorial/TrustSignals.astro,"<p class=""codex-trust-note"">Proud Tek is a Shenzhen-based supplier of custom RFID &amp; NFC cards, tags, labels, wristbands, keyfobs and readers for hotels, laundries, events, retail and industrial programmes. Certificate numbers and scope are published on <a href=""/about/certifications/"">the certifications page</a>; stock sample packs are free for qualified B2B buyers (courier at your cost).</p>","<p class=""codex-trust-note"">Proud Tek is a Shenzhen-based RFID &amp; NFC manufacturing partner for hotels, laundries, events, retail and industrial programmes: we own the specification, chip sourcing and quality control, and tooling and production run on contracted partner lines to our spec. Certificate numbers and scope are published on <a href=""/about/certifications/"">the certifications page</a>; standard samples are free for qualified B2B buyers (DHL/FedEx freight at your cost, refunded against your first production order).</p>"
src/content/editorial/about.json,"""summary"": ""Proud Tek Co., Limited is a Shenzhen-based RFID and NFC manufacturer serving B2B procurement programs worldwide. Since 2008 we have supplied RFID and NFC credentials directly to B2B buyers — specification, encoding, laser numbering, quality control and compliance documentation are managed by our own team. We sell to system integrators, OEMs, hospitality groups, industrial laundries, brand owners and event organizers who need a chip-agnostic factory partner with traceable quality and predictable lead times."",","""summary"": ""Shenzhen Proud Tek Co., Ltd is a Shenzhen-based RFID and NFC manufacturing partner serving B2B procurement programmes worldwide. Since 2008 we have supplied RFID and NFC credentials directly to B2B buyers: we own the specification, chip sourcing, encoding specification, quality control and compliance documentation, and tooling and production run on contracted partner lines in Shenzhen to our spec. We sell to system integrators, OEMs, hospitality groups, industrial laundries, brand owners and event organisers who need a chip-agnostic partner with traceable quality and predictable lead times."","
src/content/editorial/about.json,"""Direct supplier in Shenzhen since 2008 — specification, encoding and QC managed by our own team."",","""Manufacturing partner in Shenzhen since 2008 — specification, chip sourcing, encoding spec and QC owned by our own team; tooling and production on contracted partner lines."","
src/content/editorial/about.json,"""Compliance shipped with every order: ISO 9001 quality system, RoHS / REACH / FCC / CE / MIC declarations on file.""","""ISO 9001:2015, 14001:2015 and 45001:2018 certified sales and supplier-management operation; OEKO-TEX STANDARD 100 on our UHF laundry tag; sample-based RoHS, REACH SVHC and CE test reports published with certificate numbers."""
src/content/editorial/about.json,"""imageAlt"": ""Illustration of a Proud Tek RFID smart card — embedded antenna coil and chip with NFC signal waves — factory-direct RFID and NFC manufacturer since 2008"",","""imageAlt"": ""Illustration of a Proud Tek RFID smart card — embedded antenna coil and chip with NFC signal waves — manufacturer-direct RFID and NFC manufacturer since 2008"","
src/content/editorial/about.json,"""label"": ""Product families covered in-house""","""label"": ""Product families we specify and quality-control"""
src/content/editorial/about.json,"""title"": ""Factory-direct vs trading-company sourcing"",","""title"": ""Manufacturer-direct vs trading-company sourcing"","
src/content/editorial/about.json,"""intro"": ""Most international RFID buyers have been burned at least once by a trading company that re-sold someone else's inlay at a 20-30% markup, with no real engineering support when a deployment ran into reader-range or compliance trouble. The decision to source directly from a factory is the single biggest cost-and-quality lever you have."",","""intro"": ""Most international RFID buyers have been burned at least once by a trading company that re-sold someone else's inlay at a 20-30% markup, with no real engineering support when a deployment ran into reader-range or compliance trouble. The decision to source directly from the manufacturing partner that owns the specification, the chip sourcing and the QC sign-off — rather than from a desk that forwards your PO — is the single biggest cost-and-quality lever you have."","
src/content/editorial/about.json,"""alt"": ""Diagram contrasting two sourcing routes: the trading-company route adds a middleman and a 15 to 30 percent markup with no engineering escalation, while buying directly from the Proud Tek factory keeps the margin and routes engineering to the team that built the SKU.""","""alt"": ""Diagram contrasting two sourcing routes: the trading-company route adds a middleman and a 15 to 30 percent markup with no engineering escalation, while buying directly from Proud Tek keeps the margin and routes engineering to the team that built the SKU."""
src/content/editorial/about.json,"""Six product families and the major chip vendors all under one roof."",","""Six product families and the major chip vendors all under one specification and one QC sign-off."","
src/content/editorial/about.json,"""title"": ""In-house manufacturing capabilities"",","""title"": ""What we own, and what runs on partner lines"","
src/content/editorial/about.json,"""intro"": ""Proud Tek operates production lines for the value-added steps that buyers care about for traceability and audit. We do not outsource the encoding step or the compliance test — those decide whether a program survives a customs audit or a brand-owner inspection."",","""intro"": ""Proud Tek owns the product and antenna specification, chip sourcing through authorised distribution, first-article approval, incoming / in-process / final quality control and export packing. Tooling, lamination and inlay conversion, printing and encoding run on contracted partner lines in Shenzhen to our process specification. Two things never leave our hands: the QC sign-off on every batch and the compliance documentation — those decide whether a programme survives a customs audit or a brand-owner inspection. The step-by-step split is on the [production page](/about/factory/)."","
src/content/editorial/about.json,"""alt"": ""Six in-house production steps in sequence: inlay bonding, lamination, encoding, one hundred percent read-test QC, laser numbering, and pack and dispatch — with a documented test report shipped per order.""","""alt"": ""Six production steps on our partner lines in sequence: inlay bonding, lamination, encoding, one hundred percent read-test QC, laser numbering, and pack and dispatch — with a documented test report shipped per order."""
src/content/editorial/about.json,"""text"": ""Chip bonding to PET / PI antennas in-house, supporting NXP, Infineon, Impinj, Alien, EM and Quanray families. We are not locked to a single chip vendor.""","""text"": ""Chip bonding to PET / PI antennas on our partner lines, to our specification, supporting NXP, Infineon, Impinj, Alien, EM and Quanray families. We are not locked to a single chip vendor."""
src/content/editorial/about.json,"""text"": ""PVC, ABS, PETG, recycled-PVC and FSC-certified paper substrates. Anti-metal ferrite-backed inlays for on-metal asset tagging.""","""text"": ""PVC, ABS, PETG, recycled-PVC and FSC-certified paper substrates laminated on partner lines to our process spec. Anti-metal ferrite-backed inlays for on-metal asset tagging."""
src/content/editorial/about.json,"""text"": ""UID locking, NDEF programming, GS1 SGTIN-96 encoding, custom block writes, key diversification (MIFARE Plus / DESFire / NTAG 424 DNA).""","""text"": ""UID locking, NDEF programming, GS1 SGTIN-96 encoding, custom block writes, key diversification (MIFARE Plus / DESFire / NTAG 424 DNA) — encoded on the partner line to our encoding specification and read/write verified before shipment."""
src/content/editorial/about.json,"""text"": ""Four-color offset, screen printing, hot stamping, laser engraving and variable-data inkjet — including consecutive serialization and QR / barcode overlays.""","""text"": ""Four-colour offset, screen printing, hot stamping, laser engraving and variable-data inkjet on partner lines against Proud Tek-approved artwork — including consecutive serialisation and QR / barcode overlays."""
src/content/editorial/about.json,"""text"": ""100% functional read test on every encoded unit. Sampling-plan AQL inspection on visual and dimensional attributes. Documented test reports per shipment.""","""text"": ""Every incoming chip batch read-tested at the reel; every finished batch 100% inspected — chip read/write, print, dimensions, packaging — and signed off by Proud Tek QC. Documented test reports per shipment."""
src/content/editorial/about.json,"""label"": ""Talk to the people who build it"",","""label"": ""Talk to the people who specify it"","
src/content/editorial/about.json,"""text"": ""Send your chip family, form factor and expected volume — you'll get a recommended SKU shortlist and indicative pricing within one business day."",","""text"": ""Send your chip family, form factor and expected volume — first reply within 2-4 hours in Shenzhen business hours, and a recommended SKU shortlist with indicative pricing within 24-48 hours."","
src/content/editorial/about.json,"""title"": ""Chip families we manufacture for"",","""title"": ""Chip families we specify and stock"","
src/content/editorial/about.json,"""intro"": ""We are chip-vendor agnostic. The table below is what we currently stock and encode in-house, grouped by frequency band; Quanray and other families are supported on request. If your program needs a chip we do not stock, we requisition it through the manufacturer's authorized distribution channel."",","""intro"": ""We are chip-vendor agnostic. The table below is what we currently stock and have encoded to our specification, grouped by frequency band; Quanray and other families are supported on request. If your program needs a chip we do not stock, we requisition it through the manufacturer's authorized distribution channel."","
src/content/editorial/about.json,"""text"": ""Send us your application context: chip family or read requirements, form factor, environment (on-metal, outdoor, high-temperature, laundry), expected annual volume and any compliance constraints. We reply within one business day with a recommended SKU shortlist and indicative pricing.""","""text"": ""Send us your application context: chip family or read requirements, form factor, environment (on-metal, outdoor, high-temperature, laundry), expected annual volume and any compliance constraints. We reply within 2-4 hours in Shenzhen business hours (Mon-Fri, GMT+8) with a recommended SKU shortlist and indicative pricing."""
src/content/editorial/about.json,"""text"": ""We ship a sampling kit (typically 50-100 encoded units across the shortlisted SKUs) to your engineering or QA team. Sampling is free for qualified B2B inquiries; courier is at customer cost. Most teams take one to two weeks to validate against their reader fleet and integration software.""","""text"": ""We propose a free sample set — typically 5–20 pieces across 2–3 SKUs, larger evaluation kits for qualified pilots — prepared in 1 business day; you cover DHL/FedEx freight ($25–60), refunded against your first production order. Most teams take one to two weeks to validate against their reader fleet and integration software."""
src/content/editorial/about.json,"""text"": ""First production order, usually 5,000-50,000 pieces. We lock the encoding scheme, packaging spec and compliance documentation pack. Pilot lead time is typically two to three weeks once artwork and encoding files are signed off.""","""text"": ""A pilot batch of 200–2,000 pieces validates production quality before the bulk commitment. We lock the encoding scheme, packaging spec and compliance documentation pack; pilot batches ship in 7–15 business days once artwork and encoding files are signed off."""
src/content/editorial/about.json,"""intro"": ""We cover the form factors that B2B RFID and NFC programs actually use day-to-day. Specialty SKUs (silicone wristbands, wooden cards, laundry textile tags, on-metal industrial tags) are produced on the same lines as standard cards and labels — there is no premium for going non-standard once the artwork is fixed."",","""intro"": ""We cover the form factors that B2B RFID and NFC programmes actually use day-to-day. Specialty SKUs (silicone wristbands, wooden cards, laundry textile tags, on-metal industrial tags) are produced on the same partner lines as standard cards and labels — there is no premium for going non-standard once the artwork is fixed."","
src/content/editorial/about.json,"""RFID readers — desktop encoders, fixed UHF readers, handheld scanners; programming station bundles for in-house personalization.""","""RFID readers — desktop encoders, fixed UHF readers, handheld scanners; programming station bundles for personalisation at your own site."""
src/content/editorial/about.json,"""Transportation — ticketing cards for bus, metro and tram operators; we ship millions of cards annually for transit programs across multiple countries."",","""Transportation — ticketing cards for bus, metro and tram operators, supplied for transit programmes in several countries."","
src/content/editorial/about.json,"""intro"": ""Compliance documentation is part of the deliverable, not an upcharge. Every shipment goes out with the declarations buyers need; certified test reports (TÜV, SGS, Intertek) can be commissioned when a program requires third-party attestation."",","""intro"": ""Compliance documentation is part of the deliverable, not an upcharge. Every shipment goes out with the documentation buyers need; the certificate numbers below are published on the [certifications page](/about/certifications/) with issuer, scope and validity, and testing on your exact specification (TÜV, SGS, Intertek or the labs named there) can be commissioned when a programme requires it."","
