file,commit,before,after
src/content/editorial/case-studies/industrial-laundry-pps-rfid-tag.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""summary"": ""A European uniform-rental operator deployed Proud Tek PPS-housed UHF RFID laundry tags across 1.8 million garments in three rental pools (workwear, kitchen wear, healthcare uniform). The PPS housing protects the chip through chemical wash, high-temperature tunnel finishing and 90 °C extractor cycles. Year-1 measured chip survival rate at the 250-cycle mark was 99.4%, replacing a previous textile-laminated tag that hit 91% at 120 cycles."",","""summary"": ""Illustrative worked example — the figures below are modelled from typical programme parameters and vendor datasheets; they are not a named customer's measured results. A European uniform-rental operator deployed Proud Tek PPS-housed UHF RFID laundry tags across 1.8 million garments in three rental pools (workwear, kitchen wear, healthcare uniform). The PPS housing protects the chip through chemical wash, high-temperature tunnel finishing and 90 °C extractor cycles. Year-1 measured chip survival rate at the 250-cycle mark was 99.4%, replacing a previous textile-laminated tag that hi"
src/content/editorial/case-studies/industrial-laundry-pps-rfid-tag.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,{
src/content/editorial/case-studies/industrial-laundry-pps-rfid-tag.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"""label"": ""About this example"","
src/content/editorial/case-studies/industrial-laundry-pps-rfid-tag.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"""text"": ""This page is an illustrative worked example. Volumes, unit costs, cycle counts and outcome figures are modelled from typical programme parameters and vendor datasheets so a procurement reader can check the arithmetic and substitute their own numbers. It is not a named or anonymised customer's measured results."""
src/content/editorial/case-studies/industrial-laundry-pps-rfid-tag.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"},"
src/content/editorial/case-studies/industrial-laundry-pps-rfid-tag.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""title"": ""The deployment at a glance — chip, housing and measured results"",","""title"": ""The deployment at a glance — chip, housing and modelled results"","
src/content/editorial/case-studies/library-icode-slix2-self-service.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""title"": ""47-Branch ICODE SLIX2 Self-Service Migration"",","""title"": ""Worked example: 47-Branch ICODE SLIX2 Self-Service Migration"","
src/content/editorial/case-studies/library-icode-slix2-self-service.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""kicker"": ""Case study · Libraries"",","""kicker"": ""Worked example · Libraries"","
src/content/editorial/case-studies/library-icode-slix2-self-service.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""summary"": ""A US municipal public library system migrated 1.4 million catalogued items from a legacy 13.56 MHz proprietary chip to {chip:nxp-icode-slix2:name} (ISO 15693) RFID labels across 47 branches over 24 months. The migration enabled self-service check-out kiosks, security-gate EAS (AFI bit), and a robotic-arm sorter at the central distribution centre."",","""summary"": ""Illustrative worked example — the figures below are modelled from typical programme parameters and vendor datasheets; they are not a named customer's measured results. A US municipal public library system migrated 1.4 million catalogued items from a legacy 13.56 MHz proprietary chip to {chip:nxp-icode-slix2:name} (ISO 15693) RFID labels across 47 branches over 24 months. The migration enabled self-service check-out kiosks, security-gate EAS (AFI bit), and a robotic-arm sorter at the central distribution centre."","
src/content/editorial/case-studies/library-icode-slix2-self-service.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,{
src/content/editorial/case-studies/library-icode-slix2-self-service.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"""label"": ""About this example"","
src/content/editorial/case-studies/library-icode-slix2-self-service.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"""text"": ""This page is an illustrative worked example. Volumes, unit costs, cycle counts and outcome figures are modelled from typical programme parameters and vendor datasheets so a procurement reader can check the arithmetic and substitute their own numbers. It is not a named or anonymised customer's measured results."""
src/content/editorial/case-studies/library-icode-slix2-self-service.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,,"},"
src/content/editorial/case-studies/library-icode-slix2-self-service.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""intro"": ""Two years in, the figures the library director reports to the board are these. Self-service went from a fifth of circulations to more than three-quarters, and the security gate stopped crying wolf. Everything below is the customer's own measured result — nothing here is modelled."",","""intro"": ""Two years in, the figures the library director reports to the board are these. Self-service went from a fifth of circulations to more than three-quarters, and the security gate stopped crying wolf. Everything below is the customer's own modelled results — nothing here is modelled."","
src/content/editorial/case-studies/library-icode-slix2-self-service.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""title"": ""The deployment at a glance — spec, scale, and measured results"",","""title"": ""The deployment at a glance — spec, scale, and modelled results"","
src/content/editorial/case-studies/music-festival-uhf-wristband.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""title"": ""180,000 UHF Wristbands — Cashless Festival Entry"",","""title"": ""Worked example: 180,000 UHF Wristbands — Cashless Festival Entry"","
src/content/editorial/case-studies/music-festival-uhf-wristband.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""kicker"": ""Case study · Events & venues"",","""kicker"": ""Worked example · Events & venues"","
src/content/editorial/case-studies/music-festival-uhf-wristband.json,cbac4d1 content(case-studies): relabel anonymous case studies as illustrative worked examples,"""summary"": ""A European multi-day music festival deployed 180,000 single-use UHF RFID wristbands across a four-day event for gate access control, age verification, cashless payment top-up and re-entry tracking. Proud Tek shipped 200,000 wristbands FOB Shenzhen 28 days before the gates opened, with pre-printed barcode + serial-number cross-reference on every band so the festival could pre-pair credentials at the order-fulfilment stage."",","""summary"": ""Illustrative worked example — the figures below are modelled from typical programme parameters and vendor datasheets; they are not a named customer's measured results. A European multi-day music festival deployed 180,000 single-use UHF RFID wristbands across a four-day event for gate access control, age verification, cashless payment top-up and re-entry tracking. Proud Tek shipped 200,000 wristbands FOB Shenzhen 28 days before the gates opened, with pre-printed barcode + serial-number cross-reference on every band so the festival could pre-pair credentials at the order-fulfilment s"
